,Answer,Answered,Correct,Select2,Select4,Select3,Select1,TextLength,WordCount,AvgWordLength,AnswerRate,Entropy
918,2,189,73,73,37,33,46,232,43,5.395348837209302,0.3862433862433862,0.9679176572073545
919,4,660,272,111,272,147,130,120,23,5.217391304347826,0.4121212121212121,0.9543305073129906
920,1,2141,1279,480,177,205,1279,205,37,5.54054054054054,0.5973843998131714,0.7659455892117868
921,2,2834,1791,1791,174,642,227,42,6,7.0,0.6319689484827099,0.709903162780819
922,4,2918,2058,206,2058,479,175,123,17,7.235294117647059,0.7052775873886223,0.6525077397683521
923,1,2451,1616,276,342,217,1616,83,8,10.375,0.6593227254181967,0.7353636346447776
924,2,2379,2197,2197,65,65,52,44,5,8.8,0.9234972677595629,0.2802909812620728
925,2,166,41,41,28,62,35,71,8,8.875,0.2469879518072289,0.9962483929803436
926,3,2592,1575,301,501,1575,215,214,25,8.56,0.6076388888888888,0.7742134186222283
927,1,1704,1039,183,117,365,1039,78,12,6.5,0.6097417840375586,0.7535886531777768
928,4,6,5,0,5,1,0,95,16,5.9375,0.8333333333333334,0.2986265782046758
929,2,166,63,63,35,20,48,253,39,6.487179487179487,0.3795180722891566,0.9419594340598547
930,3,17,10,4,2,10,1,79,10,7.9,0.5882352941176471,0.7588836236937682
931,4,1702,273,225,273,736,468,260,46,5.6521739130434785,0.16039952996474735,0.9850288674392524
932,4,2384,856,471,856,441,616,143,14,10.214285714285714,0.35906040268456374,0.9822225004935433
933,2,1437,1067,1067,134,99,137,204,43,4.744186046511628,0.7425191370911621,0.6296109830577867
934,1,2449,1213,380,463,393,1213,166,25,6.64,0.495304205798285,0.897634075480837
935,1,1718,835,218,377,288,835,81,12,6.75,0.4860302677532014,0.8941699306818714
936,4,89,26,12,26,35,16,256,45,5.688888888888889,0.29213483146067415,0.9456922448056497
937,4,106,52,15,52,21,18,20,1,20.0,0.49056603773584906,0.8985216531244871
938,4,2667,1892,264,1892,220,291,32,6,5.333333333333333,0.709411323584552,0.6764770105234382
939,4,2657,1616,539,1616,283,219,241,44,5.4772727272727275,0.6082047421904403,0.7678626808254296
940,1,72,38,17,9,8,38,42,1,42.0,0.5277777777777778,0.8448814953906325
941,4,2736,1809,633,1809,206,88,129,22,5.863636363636363,0.6611842105263158,0.6439385799459955
942,3,109,50,23,22,50,14,34,6,5.666666666666667,0.45871559633027525,0.9148937751986466
943,4,2653,1503,124,1503,923,103,20,0,0.0,0.5665284583490389,0.6366262811494878
944,4,189,27,38,27,47,77,134,18,7.444444444444445,0.14285714285714285,1.034416865645254
945,1,2337,987,618,195,537,987,122,17,7.176470588235294,0.42233632862644416,0.8969001900930313
946,2,111,51,51,9,26,25,106,16,6.625,0.4594594594594595,0.879408876328383
947,2,619,382,382,66,79,92,119,20,5.95,0.617124394184168,0.7847379761213227
